date;state;city;confirmed;deaths;order_for_place;is_last;estimated_population;city_ibge_code;confirmed_per_100k_inhabitants;death_rate;region
2020-11-14;BA;Jandaíra;278;4;161;True;10726.0;2917904.0;2591.83293;0.0144;Nordeste
2020-11-14;BA;Jequié;6472;157;232;True;156126.0;2918001.0;4145.36977;0.0243;Nordeste
2020-11-14;BA;Jeremoabo;411;8;155;True;40651.0;2918100.0;1011.04524;0.0195;Nordeste
2020-11-14;BA;Jiquiriçá;162;3;170;True;14557.0;2918209.0;1112.86666;0.0185;Nordeste
2020-11-14;BA;Jitaúna;322;12;188;True;10808.0;2918308.0;2979.27461;0.0373;Nordeste
2020-11-14;BA;João Dourado;441;10;166;True;25402.0;2918357.0;1736.08377;0.0227;Nordeste
2020-11-14;BA;Juazeiro;6551;122;232;True;218162.0;2918407.0;3002.8144199999997;0.0186;Nordeste
2020-11-14;BA;Jucuruçu;374;1;136;True;8988.0;2918456.0;4161.10369;0.0027;Nordeste
2020-11-14;BA;Jussara;218;1;159;True;15262.0;2918506.0;1428.38422;0.0046;Nordeste
2020-11-14;BA;Jussari;218;6;193;True;5768.0;2918555.0;3779.47295;0.0275;Nordeste
2020-11-14;BA;Jussiape;66;0;191;True;5976.0;2918605.0;1104.4176699999998;0.0;Nordeste
2020-11-14;BA;Lafaiete Coutinho;99;3;182;True;3693.0;2918704.0;2680.7473600000003;0.0303;Nordeste
2020-11-14;BA;Lagoa Real;15;0;119;True;15770.0;2918753.0;95.11731;0.0;Nordeste
2020-11-14;BA;Laje;364;7;199;True;24032.0;2918803.0;1514.64714;0.0192;Nordeste
2020-11-14;BA;Lajedinho;28;0;126;True;3758.0;2919009.0;745.07717;0.0;Nordeste
2020-11-14;BA;Lajedo do Tabocal;85;0;198;True;8577.0;2919058.0;991.0225;0.0;Nordeste
2020-11-14;BA;Lajedão;111;0;171;True;3975.0;2918902.0;2792.45283;0.0;Nordeste
2020-11-14;BA;Lamarão;76;0;171;True;8191.0;2919108.0;927.8476400000001;0.0;Nordeste
2020-11-14;BA;Lapão;478;5;174;True;27274.0;2919157.0;1752.58488;0.0105;Nordeste
2020-11-14;BA;Lauro de Freitas;7618;131;236;True;201635.0;2919207.0;3778.1139200000002;0.0172;Nordeste
2020-11-14;BA;Lençóis;161;1;137;True;11499.0;2919306.0;1400.12175;0.0062;Nordeste
2020-11-14;BA;Licínio de Almeida;90;2;201;True;12373.0;2919405.0;727.39029;0.0222;Nordeste
2020-11-14;BA;Livramento de Nossa Senhora;565;3;199;True;46062.0;2919504.0;1226.60762;0.0053;Nordeste
2020-11-14;BA;Luís Eduardo Magalhães;3692;34;213;True;90162.0;2919553.0;4094.85149;0.0092;Nordeste
2020-11-14;BA;Macajuba;249;1;148;True;11332.0;2919603.0;2197.31733;0.004;Nordeste
2020-11-14;BA;Macarani;487;8;168;True;18909.0;2919702.0;2575.49315;0.0164;Nordeste
2020-11-14;BA;Macaúbas;136;2;163;True;50161.0;2919801.0;271.12697000000003;0.0147;Nordeste
2020-11-14;BA;Macururé;142;2;137;True;7787.0;2919900.0;1823.55207;0.0141;Nordeste
2020-11-14;BA;Madre de Deus;1414;17;189;True;21432.0;2919926.0;6597.61105;0.012;Nordeste
2020-11-14;BA;Maetinga;69;3;161;True;2764.0;2919959.0;2496.38205;0.0435;Nordeste
2020-11-14;BA;Maiquinique;67;2;166;True;10206.0;2920007.0;656.47658;0.0299;Nordeste
2020-11-14;BA;Mairi;205;4;173;True;18602.0;2920106.0;1102.03204;0.0195;Nordeste
2020-11-14;BA;Malhada;85;4;157;True;16861.0;2920205.0;504.12194000000005;0.0471;Nordeste
2020-11-14;BA;Malhada de Pedras;153;0;162;True;8359.0;2920304.0;1830.36248;0.0;Nordeste
2020-11-14;BA;Manoel Vitorino;301;8;184;True;13087.0;2920403.0;2299.99236;0.0266;Nordeste
2020-11-14;BA;Mansidão;77;1;164;True;13734.0;2920452.0;560.6524;0.013;Nordeste
2020-11-14;BA;Maracás;825;13;195;True;20393.0;2920502.0;4045.50581;0.0158;Nordeste
2020-11-14;BA;Maragogipe;781;20;200;True;44793.0;2920601.0;1743.5760100000002;0.0256;Nordeste
2020-11-14;BA;Maraú;434;8;195;True;20617.0;2920700.0;2105.05893;0.0184;Nordeste
2020-11-14;BA;Marcionílio Souza;49;4;169;True;10380.0;2920809.0;472.06165999999996;0.0816;Nordeste
2020-11-14;BA;Mascote;222;5;171;True;13717.0;2920908.0;1618.42969;0.0225;Nordeste
2020-11-14;BA;Mata de São João;731;14;196;True;47126.0;2921005.0;1551.1607199999999;0.0192;Nordeste
2020-11-14;BA;Matina;12;1;160;True;12283.0;2921054.0;97.696;0.0833;Nordeste
2020-11-14;BA;Medeiros Neto;1207;26;224;True;22716.0;2921104.0;5313.435460000001;0.0215;Nordeste
2020-11-14;BA;Miguel Calmon;217;4;179;True;25894.0;2921203.0;838.03198;0.0184;Nordeste
2020-11-14;BA;Milagres;111;2;164;True;10893.0;2921302.0;1019.0030300000001;0.018;Nordeste
2020-11-14;BA;Mirangaba;135;2;179;True;18474.0;2921401.0;730.75674;0.0148;Nordeste
2020-11-14;BA;Mirante;125;3;206;True;8447.0;2921450.0;1479.81532;0.024;Nordeste
2020-11-14;BA;Monte Santo;292;6;178;True;49278.0;2921500.0;592.55652;0.0205;Nordeste
2020-11-14;BA;Morpará;43;4;204;True;8497.0;2921609.0;506.06095999999997;0.093;Nordeste
2020-11-14;BA;Morro do Chapéu;441;3;181;True;35440.0;2921708.0;1244.35666;0.0068;Nordeste
2020-11-14;BA;Mortugaba;38;0;157;True;12052.0;2921807.0;315.30037000000004;0.0;Nordeste
2020-11-14;BA;Mucugê;77;2;204;True;8889.0;2921906.0;866.23917;0.026;Nordeste
2020-11-14;BA;Mucuri;934;20;180;True;42251.0;2922003.0;2210.59857;0.0214;Nordeste
2020-11-14;BA;Mulungu do Morro;115;1;163;True;10673.0;2922052.0;1077.48524;0.0087;Nordeste
2020-11-14;BA;Mundo Novo;59;3;180;True;26970.0;2922102.0;218.76158999999998;0.0508;Nordeste
2020-11-14;BA;Muniz Ferreira;242;3;165;True;7443.0;2922201.0;3251.37713;0.0124;Nordeste
2020-11-14;BA;Muquém do São Francisco;131;1;157;True;11417.0;2922250.0;1147.41175;0.0076;Nordeste
2020-11-14;BA;Muritiba;328;6;180;True;29410.0;2922300.0;1115.26692;0.0183;Nordeste
2020-11-14;BA;Mutuípe;462;8;176;True;22282.0;2922409.0;2073.42249;0.0173;Nordeste
2020-11-14;BA;Nazaré;851;10;191;True;28594.0;2922508.0;2976.14884;0.0118;Nordeste
2020-11-14;BA;Nilo Peçanha;316;9;199;True;14079.0;2922607.0;2244.47759;0.0285;Nordeste
2020-11-14;BA;Nordestina;160;3;192;True;13164.0;2922656.0;1215.43604;0.0187;Nordeste
2020-11-14;BA;Nova Canaã;241;2;157;True;16472.0;2922706.0;1463.08888;0.0083;Nordeste
2020-11-14;BA;Nova Fátima;163;2;170;True;7821.0;2922730.0;2084.1324600000003;0.0123;Nordeste
2020-11-14;BA;Nova Ibiá;266;7;179;True;6554.0;2922755.0;4058.5901700000004;0.0263;Nordeste
2020-11-14;BA;Nova Itarana;101;1;138;True;8279.0;2922805.0;1219.9541;0.0099;Nordeste
2020-11-14;BA;Nova Redenção;49;0;150;True;9123.0;2922854.0;537.10402;0.0;Nordeste
2020-11-14;BA;Nova Soure;332;1;225;True;26998.0;2922904.0;1229.72072;0.003;Nordeste
2020-11-14;BA;Nova Viçosa;765;17;187;True;43783.0;2923001.0;1747.2535;0.0222;Nordeste
2020-11-14;BA;Novo Horizonte;12;0;148;True;12522.0;2923035.0;95.83134;0.0;Nordeste
2020-11-14;BA;Novo Triunfo;154;0;165;True;15443.0;2923050.0;997.21557;0.0;Nordeste
2020-11-14;BA;Olindina;293;5;173;True;28304.0;2923100.0;1035.1893699999998;0.0171;Nordeste
2020-11-14;BA;Oliveira dos Brejinhos;83;2;199;True;21810.0;2923209.0;380.55938;0.0241;Nordeste
2020-11-14;BA;Ouriçangas;91;0;219;True;8570.0;2923308.0;1061.84364;0.0;Nordeste
2020-11-14;BA;Ourolândia;566;3;165;True;17511.0;2923357.0;3232.25401;0.0053;Nordeste
2020-11-14;BA;Palmas de Monte Alto;86;1;161;True;21796.0;2923407.0;394.56781;0.0116;Nordeste
2020-11-14;BA;Palmeiras;30;1;219;True;9071.0;2923506.0;330.72429;0.0333;Nordeste
2020-11-14;BA;Paramirim;87;1;209;True;21695.0;2923605.0;401.01406000000003;0.0115;Nordeste
2020-11-14;BA;Paratinga;154;4;175;True;32141.0;2923704.0;479.13879000000003;0.026;Nordeste
2020-11-14;BA;Paripiranga;268;10;165;True;29058.0;2923803.0;922.2933400000001;0.0373;Nordeste
2020-11-14;BA;Pau Brasil;547;19;192;True;9686.0;2923902.0;5647.32604;0.0347;Nordeste
2020-11-14;BA;Paulo Afonso;1486;56;203;True;118516.0;2924009.0;1253.83914;0.0377;Nordeste
2020-11-14;BA;Pedro Alexandre;57;1;165;True;16682.0;2924207.0;341.68565;0.0175;Nordeste
2020-11-14;BA;Pedrão;86;2;164;True;7394.0;2924108.0;1163.10522;0.0233;Nordeste
2020-11-14;BA;Piatã;37;0;179;True;16984.0;2924306.0;217.8521;0.0;Nordeste
2020-11-14;BA;Pilão Arcado;131;1;191;True;35175.0;2924405.0;372.4236;0.0076;Nordeste
2020-11-14;BA;Pindaí;64;1;164;True;16285.0;2924504.0;392.99969;0.0156;Nordeste
2020-11-14;BA;Pindobaçu;1041;12;164;True;20098.0;2924603.0;5179.61986;0.0115;Nordeste
2020-11-14;BA;Pintadas;273;1;168;True;10394.0;2924652.0;2626.5153;0.0037;Nordeste
2020-11-14;BA;Piraí do Norte;488;3;166;True;10036.0;2924678.0;4862.49502;0.0061;Nordeste
2020-11-14;BA;Piripá;108;3;219;True;10475.0;2924702.0;1031.02625;0.0278;Nordeste
2020-11-14;BA;Piritiba;77;2;176;True;24964.0;2924801.0;308.44416;0.026;Nordeste
2020-11-14;BA;Planaltino;51;1;117;True;9370.0;2924900.0;544.29029;0.0196;Nordeste
2020-11-14;BA;Planalto;404;6;158;True;26426.0;2925006.0;1528.7974;0.0149;Nordeste
2020-11-14;BA;Pojuca;936;19;226;True;39972.0;2925204.0;2341.63915;0.0203;Nordeste
2020-11-14;BA;Ponto Novo;154;1;179;True;14819.0;2925253.0;1039.20642;0.0065;Nordeste
2020-11-14;BA;Porto Seguro;3627;69;239;True;150658.0;2925303.0;2407.43937;0.019;Nordeste
2020-11-14;BA;Potiraguá;306;5;185;True;6916.0;2925402.0;4424.52285;0.0163;Nordeste
2020-11-14;BA;Poções;1052;18;165;True;46879.0;2925105.0;2244.07517;0.0171;Nordeste
2020-11-14;BA;Prado;500;9;238;True;28194.0;2925501.0;1773.42697;0.018;Nordeste
2020-11-14;BA;Presidente Dutra;298;1;184;True;15160.0;2925600.0;1965.6992100000002;0.0034;Nordeste
2020-11-14;BA;Presidente Jânio Quadros;288;3;179;True;12179.0;2925709.0;2364.72617;0.0104;Nordeste
2020-11-14;BA;Presidente Tancredo Neves;805;17;184;True;28004.0;2925758.0;2874.58934;0.0211;Nordeste
2020-11-14;BA;Pé de Serra;173;0;159;True;13556.0;2924058.0;1276.18767;0.0;Nordeste
2020-11-14;BA;Queimadas;585;7;180;True;25433.0;2925808.0;2300.16121;0.012;Nordeste
2020-11-14;BA;Quijingue;92;2;156;True;27626.0;2925907.0;333.01962000000003;0.0217;Nordeste
2020-11-14;BA;Quixabeira;258;1;182;True;8956.0;2925931.0;2880.75033;0.0039;Nordeste
2020-11-14;BA;Rafael Jambeiro;260;5;192;True;22633.0;2925956.0;1148.7650800000001;0.0192;Nordeste
2020-11-14;BA;Remanso;330;8;190;True;41170.0;2926004.0;801.55453;0.0242;Nordeste
2020-11-14;BA;Retirolândia;664;1;191;True;14495.0;2926103.0;4580.88996;0.0015;Nordeste
2020-11-14;BA;Riacho de Santana;110;2;172;True;35593.0;2926400.0;309.04953;0.0182;Nordeste
2020-11-14;BA;Riachão das Neves;524;19;168;True;22334.0;2926202.0;2346.19862;0.0363;Nordeste
2020-11-14;BA;Riachão do Jacuípe;747;7;175;True;33468.0;2926301.0;2231.98279;0.0094;Nordeste
2020-11-14;BA;Ribeira do Amparo;231;1;171;True;14612.0;2926509.0;1580.89242;0.0043;Nordeste
2020-11-14;BA;Ribeira do Pombal;1040;25;205;True;53956.0;2926608.0;1927.49648;0.024;Nordeste
2020-11-14;BA;Ribeirão do Largo;68;2;161;True;5343.0;2926657.0;1272.69324;0.0294;Nordeste
2020-11-14;BA;Rio Real;561;18;202;True;40976.0;2927002.0;1369.0941;0.0321;Nordeste
2020-11-14;BA;Rio de Contas;62;0;130;True;12932.0;2926707.0;479.43087;0.0;Nordeste
2020-11-14;BA;Rio do Antônio;42;2;167;True;15448.0;2926806.0;271.87985;0.0476;Nordeste
2020-11-14;BA;Rio do Pires;34;3;214;True;11663.0;2926905.0;291.52019;0.0882;Nordeste
2020-11-14;BA;Rodelas;47;2;182;True;9442.0;2927101.0;497.77589000000006;0.0426;Nordeste
2020-11-14;BA;Ruy Barbosa;341;3;181;True;30857.0;2927200.0;1105.09771;0.0088;Nordeste
2020-11-14;BA;Salinas da Margarida;788;7;167;True;15862.0;2927309.0;4967.84769;0.0089;Nordeste
2020-11-14;BA;Salvador;93710;2938;241;True;2886698.0;2927408.0;3246.2696100000003;0.0314;Nordeste
2020-11-14;BA;Santa Brígida;257;3;170;True;14063.0;2927606.0;1827.4905800000001;0.0117;Nordeste
2020-11-14;BA;Santa Bárbara;406;5;196;True;20883.0;2927507.0;1944.1651100000001;0.0123;Nordeste
2020-11-14;BA;Santa Cruz Cabrália;973;11;222;True;27922.0;2927705.0;3484.7074;0.0113;Nordeste
2020-11-14;BA;Santa Cruz da Vitória;221;5;163;True;6278.0;2927804.0;3520.2293700000005;0.0226;Nordeste
2020-11-14;BA;Santa Inês;63;2;168;True;10606.0;2927903.0;594.0033900000001;0.0317;Nordeste
2020-11-14;BA;Santa Luzia;463;5;215;True;12449.0;2928059.0;3719.1742299999996;0.0108;Nordeste
2020-11-14;BA;Santa Maria da Vitória;607;8;219;True;39775.0;2928109.0;1526.08422;0.0132;Nordeste
2020-11-14;BA;Santa Rita de Cássia;840;9;165;True;28481.0;2928406.0;2949.33464;0.0107;Nordeste
2020-11-14;BA;Santa Teresinha;137;3;210;True;10464.0;2928505.0;1309.25076;0.0219;Nordeste
2020-11-14;BA;Santaluz;668;12;197;True;37531.0;2928000.0;1779.8619800000001;0.018;Nordeste
2020-11-14;BA;Santana;93;4;137;True;26705.0;2928208.0;348.24939;0.043;Nordeste
2020-11-14;BA;Santanópolis;245;2;186;True;8966.0;2928307.0;2732.54517;0.0082;Nordeste
2020-11-14;BA;Santo Amaro;1009;24;195;True;60131.0;2928604.0;1678.00303;0.0238;Nordeste
2020-11-14;BA;Santo Antônio de Jesus;2820;49;192;True;102380.0;2928703.0;2754.44423;0.0174;Nordeste
2020-11-14;BA;Santo Estêvão;740;11;185;True;53269.0;2928802.0;1389.17569;0.0149;Nordeste
2020-11-14;BA;Sapeaçu;365;5;171;True;17409.0;2929602.0;2096.61669;0.0137;Nordeste
2020-11-14;BA;Saubara;90;6;192;True;12105.0;2929750.0;743.49442;0.0667;Nordeste
2020-11-14;BA;Saúde;98;0;179;True;12943.0;2929800.0;757.1660400000001;0.0;Nordeste
2020-11-14;BA;Seabra;563;5;196;True;44234.0;2929909.0;1272.7766;0.0089;Nordeste
2020-11-14;BA;Sebastião Laranjeiras;26;2;131;True;11512.0;2930006.0;225.85128999999998;0.0769;Nordeste
2020-11-14;BA;Senhor do Bonfim;1026;17;182;True;79424.0;2930105.0;1291.80097;0.0166;Nordeste
2020-11-14;BA;Sento Sé;443;6;179;True;40989.0;2930204.0;1080.77777;0.0135;Nordeste
2020-11-14;BA;Serra Dourada;15;1;161;True;17321.0;2930303.0;86.60008;0.0667;Nordeste
2020-11-14;BA;Serra Preta;245;10;202;True;14699.0;2930402.0;1666.78005;0.0408;Nordeste
2020-11-14;BA;Serra do Ramalho;112;5;212;True;31416.0;2930154.0;356.50624;0.0446;Nordeste
2020-11-14;BA;Serrinha;1619;17;216;True;81286.0;2930501.0;1991.7328899999998;0.0105;Nordeste
2020-11-14;BA;Serrolândia;253;2;187;True;13446.0;2930600.0;1881.60048;0.0079;Nordeste
2020-11-14;BA;Simões Filho;2396;90;220;True;135783.0;2930709.0;1764.58025;0.0376;Nordeste
2020-11-14;BA;Sobradinho;500;14;180;True;23233.0;2930774.0;2152.11122;0.028;Nordeste
2020-11-14;BA;Souto Soares;200;5;169;True;17050.0;2930808.0;1173.02053;0.025;Nordeste
2020-11-14;BA;Sátiro Dias;113;0;200;True;17302.0;2929701.0;653.10369;0.0;Nordeste
2020-11-14;BA;São Desidério;840;8;180;True;34266.0;2928901.0;2451.40956;0.0095;Nordeste
2020-11-14;BA;São Domingos;215;2;230;True;9072.0;2928950.0;2369.92945;0.0093;Nordeste
2020-11-14;BA;São Felipe;352;3;196;True;21080.0;2929107.0;1669.8292199999999;0.0085;Nordeste
2020-11-14;BA;São Francisco do Conde;1210;21;218;True;40245.0;2929206.0;3006.5846699999997;0.0174;Nordeste
2020-11-14;BA;São Félix;440;4;166;True;14762.0;2929008.0;2980.62593;0.0091;Nordeste
2020-11-14;BA;São Félix do Coribe;369;6;137;True;15468.0;2929057.0;2385.5702100000003;0.0163;Nordeste
2020-11-14;BA;São Gabriel;249;1;158;True;18789.0;2929255.0;1325.24349;0.004;Nordeste
2020-11-14;BA;São Gonçalo dos Campos;693;10;192;True;37942.0;2929305.0;1826.47198;0.0144;Nordeste
2020-11-14;BA;São José da Vitória;341;5;201;True;5608.0;2929354.0;6080.59914;0.0147;Nordeste
2020-11-14;BA;São José do Jacuípe;131;1;165;True;10505.0;2929370.0;1247.02523;0.0076;Nordeste
2020-11-14;BA;São Miguel das Matas;102;1;155;True;11704.0;2929404.0;871.4969199999999;0.0098;Nordeste
2020-11-14;BA;São Sebastião do Passé;1168;18;189;True;44430.0;2929503.0;2628.85438;0.0154;Nordeste
2020-11-14;BA;Sítio do Mato;53;0;98;True;13059.0;2930758.0;405.85037;0.0;Nordeste
2020-11-14;BA;Sítio do Quinto;159;2;160;True;9701.0;2930766.0;1639.00629;0.0126;Nordeste
2020-11-14;BA;Tabocas do Brejo Velho;25;0;173;True;12516.0;2930907.0;199.74433;0.0;Nordeste
2020-11-14;BA;Tanhaçu;74;1;165;True;20393.0;2931004.0;362.86961;0.0135;Nordeste
2020-11-14;BA;Tanque Novo;10;1;158;True;17443.0;2931053.0;57.32959;0.1;Nordeste
2020-11-14;BA;Tanquinho;370;6;165;True;7928.0;2931103.0;4667.00303;0.0162;Nordeste
2020-11-14;BA;Taperoá;562;11;209;True;21253.0;2931202.0;2644.3325600000003;0.0196;Nordeste
2020-11-14;BA;Tapiramutá;132;0;139;True;16974.0;2931301.0;777.65995;0.0;Nordeste
2020-11-14;BA;Teixeira de Freitas;6490;101;231;True;162438.0;2931350.0;3995.37054;0.0156;Nordeste
2020-11-14;BA;Teodoro Sampaio;58;2;154;True;7359.0;2931400.0;788.1505599999999;0.0345;Nordeste
2020-11-14;BA;Teofilândia;399;2;180;True;22555.0;2931509.0;1769.0090899999998;0.005;Nordeste
2020-11-14;BA;Teolândia;459;1;158;True;15022.0;2931608.0;3055.5185699999997;0.0022;Nordeste
2020-11-14;BA;Terra Nova;208;8;168;True;13025.0;2931707.0;1596.9289800000001;0.0385;Nordeste
2020-11-14;BA;Tremedal;121;3;158;True;16189.0;2931806.0;747.42109;0.0248;Nordeste
2020-11-14;BA;Tucano;916;10;188;True;50798.0;2931905.0;1803.2206;0.0109;Nordeste
2020-11-14;BA;Uauá;524;12;165;True;24113.0;2932002.0;2173.10165;0.0229;Nordeste
2020-11-14;BA;Ubaitaba;451;19;198;True;18847.0;2932200.0;2392.95379;0.0421;Nordeste
2020-11-14;BA;Ubatã;1164;22;215;True;27263.0;2932309.0;4269.5228;0.0189;Nordeste
2020-11-14;BA;Ubaíra;191;6;173;True;19877.0;2932101.0;960.9095900000001;0.0314;Nordeste
2020-11-14;BA;Uibaí;79;1;158;True;13891.0;2932408.0;568.7135599999999;0.0127;Nordeste
2020-11-14;BA;Umburanas;261;1;185;True;19402.0;2932457.0;1345.22214;0.0038;Nordeste
2020-11-14;BA;Una;379;11;210;True;18544.0;2932507.0;2043.78775;0.029;Nordeste
2020-11-14;BA;Urandi;223;4;176;True;16665.0;2932606.0;1338.13381;0.0179;Nordeste
2020-11-14;BA;Uruçuca;686;28;220;True;20413.0;2932705.0;3360.60354;0.0408;Nordeste
2020-11-14;BA;Utinga;123;2;221;True;19256.0;2932804.0;638.76194;0.0163;Nordeste
2020-11-14;BA;Valente;727;8;209;True;28800.0;2933000.0;2524.3055600000002;0.011;Nordeste
2020-11-14;BA;Valença;2126;69;207;True;97233.0;2932903.0;2186.50047;0.0325;Nordeste
2020-11-14;BA;Varzedo;85;2;172;True;8785.0;2933174.0;967.55834;0.0235;Nordeste
2020-11-14;BA;Vera Cruz;424;20;213;True;43716.0;2933208.0;969.89661;0.0472;Nordeste
2020-11-14;BA;Vereda;210;7;180;True;6153.0;2933257.0;3412.96928;0.0333;Nordeste
2020-11-14;BA;Vitória da Conquista;10969;200;223;True;341128.0;2933307.0;3215.50855;0.0182;Nordeste
2020-11-14;BA;Várzea Nova;150;2;193;True;12625.0;2933158.0;1188.11881;0.0133;Nordeste
2020-11-14;BA;Várzea da Roça;332;2;180;True;14121.0;2933059.0;2351.10828;0.006;Nordeste
2020-11-14;BA;Várzea do Poço;63;0;114;True;9210.0;2933109.0;684.03909;0.0;Nordeste
2020-11-14;BA;Wagner;33;1;134;True;9344.0;2933406.0;353.16781000000003;0.0303;Nordeste
2020-11-14;BA;Wanderley;84;2;161;True;12180.0;2933455.0;689.65517;0.0238;Nordeste
2020-11-14;BA;Wenceslau Guimarães;869;12;174;True;20978.0;2933505.0;4142.434929999999;0.0138;Nordeste
2020-11-14;BA;Xique-Xique;607;6;172;True;46523.0;2933604.0;1304.73099;0.0099;Nordeste
2020-11-14;BA;Água Fria;72;3;203;True;17033.0;2900405.0;422.70885999999996;0.0417;Nordeste
2020-11-14;BA;Érico Cardoso;7;1;154;True;10560.0;2900504.0;66.28788;0.1429;Nordeste
